gene_name,refseq_id,miR,SNP,diseases,distance,experimentally_confirmed
PPARGC1A,NM_013261,hsa-miR-136,rs6821591,"Huntington's disease",-648,
PPARGC1A,NM_013261,hsa-miR-136,rs6821591,"Huntington's disease",-648,
CASP7,NM_033340,hsa-miR-23b,rs10787498,"Lung cancer, Endometrial cancer",-648,
CASP7,NM_033340,hsa-miR-23a,rs10787498,"Lung cancer, Endometrial cancer",-648,
CASP7,NM_033340,hsa-miR-23b,rs10787498,"Lung cancer, Endometrial cancer",-648,
CASP7,NM_033340,hsa-miR-23a,rs10787498,"Lung cancer, Endometrial cancer",-648,
IGFBP5,NM_000599,hsa-miR-101,rs3276,"Metabolic syndrome",649,
IGFBP5,NM_000599,hsa-miR-101,rs3276,"Metabolic syndrome",649,
EFNB2,NM_004093,hsa-miR-129,rs9520087,Schizophrenia,-650,
BHLHE41,NM_030762,hsa-miR-182,rs1048155,"Bipolar disorder",652,
BHLHE41,NM_030762,hsa-miR-182,rs1048155,"Bipolar disorder",652,
BHLHE41,NM_030762,hsa-miR-182,rs1048155,"Bipolar disorder",652,
SOCS3,NM_003955,hsa-miR-181a,rs4969169,Obesity,-652,
SOCS3,NM_003955,hsa-miR-181c,rs4969169,Obesity,-652,
SOCS3,NM_003955,hsa-miR-181d,rs4969169,Obesity,-652,
SOCS3,NM_003955,hsa-miR-181b,rs4969169,Obesity,-652,
CNR1,NM_033181,hsa-miR-27a,rs16880248,"Attention deficit/hyperactivity disorder",-652,
CNR1,NM_033181,hsa-miR-27b,rs16880248,"Attention deficit/hyperactivity disorder",-652,
CNR1,NM_033181,hsa-miR-27a,rs16880248,"Attention deficit/hyperactivity disorder",-652,
CNR1,NM_033181,hsa-miR-27b,rs16880248,"Attention deficit/hyperactivity disorder",-652,
CNR1,NM_033181,hsa-miR-27a,rs16880248,"Attention deficit/hyperactivity disorder",-652,
CNR1,NM_033181,hsa-miR-27b,rs16880248,"Attention deficit/hyperactivity disorder",-652,
RET,NM_020630,hsa-miR-29b,rs2075912,"Hirschsprung disease",-653,
RET,NM_020630,hsa-miR-29c,rs2075912,"Hirschsprung disease",-653,
ADIPOR2,NM_024551,hsa-miR-490-3p,rs12342,"Insulin resistance syndrome",-653,
IGF1R,NM_000875,hsa-miR-455-5p,rs2016347,"Breast cancer",-653,
AKAP12,NM_005100,hsa-miR-145,rs1042363,Alcoholism,654,
AKAP12,NM_005100,hsa-miR-145,rs1042363,Alcoholism,654,
AKAP12,NM_005100,hsa-miR-145,rs1042363,Alcoholism,654,
TNPO3,NR_034053,hsa-miR-219-5p,rs2280714,"Systemic lupus erythematosus",654,
TNPO3,NR_034053,hsa-miR-219,rs2280714,"Systemic lupus erythematosus",654,
SOCS3,NM_003955,hsa-miR-221,rs4969169,Obesity,-654,
SOCS3,NM_003955,hsa-miR-222,rs4969169,Obesity,-654,
LIF,NM_002309,hsa-miR-520d-3p,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-520c-3p,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-302e,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-302a,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-372,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-520a-3p,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-302b,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-520e,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-373,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-520b,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-302c,rs929271,Schizophrenia,-654,
LIF,NM_002309,hsa-miR-302d,rs929271,Schizophrenia,-654,
CELSR2,NM_001408,hsa-miR-338-3p,rs12740374,"Polygenic dyslipidemia",-655,
APC,NM_000038,hsa-miR-300,rs1804197,Autism,-655,
APC,NM_000038,hsa-miR-381,rs1804197,Autism,-655,
APC,NM_000038,hsa-miR-381,rs1804197,Autism,-655,
APC,NM_000038,hsa-miR-381,rs1804197,Autism,-655,
LIF,NM_002309,hsa-miR-20a,rs929271,Schizophrenia,-655,
LIF,NM_002309,hsa-miR-106a,rs929271,Schizophrenia,-655,
LIF,NM_002309,hsa-miR-93,rs929271,Schizophrenia,-655,
LIF,NM_002309,hsa-miR-17,rs929271,Schizophrenia,-655,
LIF,NM_002309,hsa-miR-106b,rs929271,Schizophrenia,-655,
LIF,NM_002309,hsa-miR-20b,rs929271,Schizophrenia,-655,
LIF,NM_002309,hsa-miR-519d,rs929271,Schizophrenia,-655,
BRCA1,NR_027676,hsa-miR-140,rs1799966,Glioblastoma,655,
SLC9A9,NM_173653,hsa-miR-202,rs1046706,"Attention deficit/hyperactivity disorder",-656,
SLC9A9,NM_173653,hsa-miR-98,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7a,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7d,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7i,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7e,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7g,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7c,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7f,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7b,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7i,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7e,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7a,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-miR-98,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7g,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7f,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7b,rs1046706,"Attention deficit/hyperactivity disorder",-657,
SLC9A9,NM_173653,hsa-let-7c,rs1046706,"Attention deficit/hyperactivity disorder",-657,
BHLHE41,NM_030762,hsa-miR-495,rs1048155,"Bipolar disorder",657,
BRCA1,NR_027676,hsa-miR-197,rs1799966,Glioblastoma,-657,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",658,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",658,
TET1,NM_030625,hsa-miR-183,rs5030882,"Late onset Alzheimer's Disease",-658,
TET1,NM_030625,hsa-miR-183,rs5030882,"Late onset Alzheimer's Disease",-658,
WHSC1,NM_001042424,hsa-miR-23a,rs14647,"Endometriosis-related infertility",659,
WHSC1,NM_001042424,hsa-miR-23b,rs14647,"Endometriosis-related infertility",659,
NCALD,NM_001040627,hsa-miR-182,rs1131863,"Diabetic nephropathy",-659,
LPHN1,NM_014921,hsa-miR-185,rs3810256,"Rheumatoid arthritis",-659,
CLOCK,NM_004898,hsa-miR-203,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-662,
TLK2,NM_001112707,hsa-miR-149,rs2245092,"Breast cancer",-662,
FOXF2,NM_001452,hsa-miR-182,rs45600838,"Disorders of sex development",-663,
PDE4D,NM_001165899,hsa-miR-30e,rs829259,"Obstructive pulmonary disease",-664,
PDE4D,NM_001165899,hsa-miR-30d,rs829259,"Obstructive pulmonary disease",-664,
PDE4D,NM_001165899,hsa-miR-30c,rs829259,"Obstructive pulmonary disease",-664,
PDE4D,NM_001165899,hsa-miR-30a,rs829259,"Obstructive pulmonary disease",-664,
PDE4D,NM_001165899,hsa-miR-30b,rs829259,"Obstructive pulmonary disease",-664,
FOXF2,NM_001452,hsa-miR-1271,rs45600838,"Disorders of sex development",-664,
FOXF2,NM_001452,hsa-miR-96,rs45600838,"Disorders of sex development",-664,
FOXF2,NM_001452,hsa-miR-182,rs45600838,"Disorders of sex development",-664,
FOXF2,NM_001452,hsa-miR-96,rs45600838,"Disorders of sex development",-664,
FOXF2,NM_001452,hsa-miR-182,rs45600838,"Disorders of sex development",-664,
KCTD20,NM_173562,hsa-miR-141,rs2146333,"Coronary heart disease",-664,
KCTD20,NM_173562,hsa-miR-200a,rs2146333,"Coronary heart disease",-664,
GLS,NM_014905,hsa-miR-9,rs13035504,Glioma,665,
PDE4D,NM_001165899,hsa-miR-30e,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30a-5p,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30d,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30b,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30d,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30b,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30a-5p,rs829259,"Obstructive pulmonary disease",-665,
PDE4D,NM_001165899,hsa-miR-30e,rs829259,"Obstructive pulmonary disease",-665,
PTRF,NM_012232,hsa-miR-342-3p,rs9252,"Secondary deficiency of caveolins",665,
SQSTM1,NM_001142299,hsa-miR-20a,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-106b,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-106a,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-93,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-17,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-20b,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-519d,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-20,rs1065154,"Paget's disease of bone",666,
SQSTM1,NM_001142299,hsa-miR-106b,rs1065154,"Paget's disease of bone",666,
NTRK3,NM_001007156,hsa-miR-93,rs28521337,"Anxiety disorders",-666,
NTRK3,NM_001007156,hsa-miR-20a,rs28521337,"Anxiety disorders",-666,
NTRK3,NM_001007156,hsa-miR-519d,rs28521337,"Anxiety disorders",-666,
NTRK3,NM_001007156,hsa-miR-17,rs28521337,"Anxiety disorders",-666,
NTRK3,NM_001007156,hsa-miR-106b,rs28521337,"Anxiety disorders",-666,
NTRK3,NM_001007156,hsa-miR-106a,rs28521337,"Anxiety disorders",-666,
NTRK3,NM_001007156,hsa-miR-20b,rs28521337,"Anxiety disorders",-666,
SQSTM1,NM_001142299,hsa-miR-93,rs1065154,"Paget's disease of bone",667,
SQSTM1,NM_001142299,hsa-miR-372,rs1065154,"Paget's disease of bone",667,
SQSTM1,NM_001142299,hsa-miR-17-5p,rs1065154,"Paget's disease of bone",667,
SQSTM1,NM_001142299,hsa-miR-106a,rs1065154,"Paget's disease of bone",667,
DLG5,NM_004747,hsa-miR-144,rs2165047,"Crohn's disease",-667,
DLG5,NM_004747,hsa-miR-144,rs2165047,"Crohn's disease",-667,
RCBTB1,NM_018191,hsa-miR-30b,rs16659,Asthma,-667,
RCBTB1,NM_018191,hsa-miR-30c,rs16659,Asthma,-667,
RCBTB1,NM_018191,hsa-miR-30d,rs16659,Asthma,-667,
RCBTB1,NM_018191,hsa-miR-30a,rs16659,Asthma,-667,
RCBTB1,NM_018191,hsa-miR-30e,rs16659,Asthma,-667,
CELSR2,NM_001408,hsa-miR-431,rs12740374,"Polygenic dyslipidemia",668,
SQSTM1,NM_001142299,hsa-miR-520e,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-302d,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-373,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-520a-3p,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-302e,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-520d-3p,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-302c,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-302b,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-372,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-302a,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-520c-3p,rs1065154,"Paget's disease of bone",668,
SQSTM1,NM_001142299,hsa-miR-520b,rs1065154,"Paget's disease of bone",668,
ADIPOR2,NM_024551,hsa-miR-506,rs12342,"Insulin resistance syndrome",-670,
ADIPOR2,NM_024551,hsa-miR-124,rs12342,"Insulin resistance syndrome",-670,Yes
ADIPOR2,NM_024551,hsa-miR-124a,rs12342,"Insulin resistance syndrome",-670,
ADIPOR2,NM_024551,hsa-miR-124a,rs12342,"Insulin resistance syndrome",-670,
MBD2,NM_003927,hsa-miR-320,rs1259938,"Breast cancer",671,
OLIG2,NM_005806,hsa-miR-129-5p,rs6517137,Obesity,-671,
EIF4B,NM_001417,hsa-miR-520c-3p,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-520e,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-372,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-520b,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-302d,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-373,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-302e,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-302c,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-302b,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-302a,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-520a-3p,rs4825,"Late onset Alzheimer's Disease",-672,
EIF4B,NM_001417,hsa-miR-520d-3p,rs4825,"Late onset Alzheimer's Disease",-672,
LPHN1,NM_014921,hsa-miR-219-5p,rs3810256,"Rheumatoid arthritis",-673,
IGF1R,NM_000875,hsa-miR-145,rs2016347,"Breast cancer",-675,
ATF1,NM_005171,hsa-miR-9,rs11169571,"Breast cancer",-676,
SNAP25,NM_003081,hsa-miR-27a,rs1051312,"Attention deficit/hyperactivity disorder",-676,
SNAP25,NM_003081,hsa-miR-27b,rs1051312,"Attention deficit/hyperactivity disorder",-676,
SNAP25,NM_003081,hsa-miR-27b,rs1051312,"Attention deficit/hyperactivity disorder",-676,
SNAP25,NM_003081,hsa-miR-27a,rs1051312,"Attention deficit/hyperactivity disorder",-676,
CNR1,NM_033181,hsa-miR-27a,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-27b,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-27a,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-128a,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-128b,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-27b,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-128a,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-27b,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-128b,rs4707436,"Attention deficit/hyperactivity disorder",676,
CNR1,NM_033181,hsa-miR-27a,rs4707436,"Attention deficit/hyperactivity disorder",676,
SERPINE1,NM_001165413,hsa-miR-143,rs2227714,"Portopulmonary hypertension",677,
NCALD,NM_001040627,hsa-miR-27a,rs1131863,"Diabetic nephropathy",677,
NCALD,NM_001040627,hsa-miR-27b,rs1131863,"Diabetic nephropathy",677,
NCALD,NM_001040627,hsa-miR-27a,rs1131863,"Diabetic nephropathy",677,
NCALD,NM_001040627,hsa-miR-27b,rs1131863,"Diabetic nephropathy",677,
NCALD,NM_001040627,hsa-miR-27a,rs1131863,"Diabetic nephropathy",677,
NCALD,NM_001040627,hsa-miR-27b,rs1131863,"Diabetic nephropathy",677,
PLAU,NM_002658,hsa-miR-199a,rs4065,"Asthma, Alzheimer's disease",-677,
PLAU,NM_002658,hsa-miR-199b,rs4065,"Asthma, Alzheimer's disease",-677,
MAPT,NM_016834,hsa-miR-219-5p,rs7521,"Parkinson's disease",679,
TLK2,NM_001112707,hsa-miR-218,rs2245092,"Breast cancer",679,
TLK2,NM_001112707,hsa-miR-218,rs2245092,"Breast cancer",679,
SNCA,NM_007308,hsa-miR-504,rs356165,"Parkinson's disease",679,
TGFBR1,NM_001130916,hsa-miR-376a,rs334348,"Breast cancer, Colorectal cancer",680,
TGFBR1,NM_001130916,hsa-miR-376b,rs334348,"Breast cancer, Colorectal cancer",680,
DLG5,NM_004747,hsa-miR-203,rs2165047,"Crohn's disease",-680,
DLG5,NM_004747,hsa-miR-203,rs2165047,"Crohn's disease",-680,
SNAP25,NM_003081,hsa-miR-27a,rs3746544,"Attention deficit/hyperactivity disorder, Schizophrenia",-680,
SNAP25,NM_003081,hsa-miR-27b,rs3746544,"Attention deficit/hyperactivity disorder, Schizophrenia",-680,
SNAP25,NM_003081,hsa-miR-27b,rs3746544,"Attention deficit/hyperactivity disorder, Schizophrenia",-680,
SNAP25,NM_003081,hsa-miR-27a,rs3746544,"Attention deficit/hyperactivity disorder, Schizophrenia",-680,
TPD52,NM_005079,hsa-miR-139,rs1042638,"Breast cancer",-681,
CNR1,NM_033181,hsa-miR-590-3p,rs16880248,"Attention deficit/hyperactivity disorder",681,
FSTL4,NM_015082,hsa-miR-93,rs13183672,"Ischemic stroke",682,
FSTL4,NM_015082,hsa-miR-20a,rs13183672,"Ischemic stroke",682,
FSTL4,NM_015082,hsa-miR-20b,rs13183672,"Ischemic stroke",682,
FSTL4,NM_015082,hsa-miR-106a,rs13183672,"Ischemic stroke",682,
FSTL4,NM_015082,hsa-miR-106b,rs13183672,"Ischemic stroke",682,
FSTL4,NM_015082,hsa-miR-519d,rs13183672,"Ischemic stroke",682,
FSTL4,NM_015082,hsa-miR-17,rs13183672,"Ischemic stroke",682,
NLGN4X,NM_181332,hsa-miR-506,rs1882260,"Nonspecific mental retardation",-683,
NLGN4X,NM_181332,hsa-miR-124,rs1882260,"Nonspecific mental retardation",-683,
RCBTB1,NM_018191,hsa-miR-26b,rs16659,Asthma,-683,
RCBTB1,NM_018191,hsa-miR-1297,rs16659,Asthma,-683,
RCBTB1,NM_018191,hsa-miR-26a,rs16659,Asthma,-683,
PTGS2,NM_000963,hsa-miR-144,rs689470,"Gastric Cancer",683,
PTGS2,NM_000963,hsa-miR-101,rs689470,"Gastric Cancer",683,Yes
PTGS2,NM_000963,hsa-miR-144,rs689470,"Gastric Cancer",683,
PTGS2,NM_000963,hsa-miR-199a*,rs689470,"Gastric Cancer",683,
PTGS2,NM_000963,hsa-miR-101,rs689470,"Gastric Cancer",683,Yes
TGFBR1,NM_001130916,hsa-miR-130b,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-130a,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-301a,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-301b,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-454,rs334348,"Breast cancer, Colorectal cancer",684,
IGF1,NM_001111283,hsa-miR-599,rs6220,"Breast cancer",684,
RCBTB1,NM_018191,hsa-miR-26b,rs16659,Asthma,-684,
RCBTB1,NM_018191,hsa-miR-26a,rs16659,Asthma,-684,
ZNF276,NM_152287,hsa-let-7d,rs1061646,"Breast cancer",684,
KIAA1549,NM_001164665,hsa-miR-181b,rs896193,Autism,-685,
KIAA1549,NM_001164665,hsa-miR-181a,rs896193,Autism,-685,
KIAA1549,NM_001164665,hsa-miR-181d,rs896193,Autism,-685,
KIAA1549,NM_001164665,hsa-miR-181c,rs896193,Autism,-685,
GPR85,NM_001146266,hsa-miR-137,rs56080411,Schizophrenia,685,
APC,NM_000038,hsa-miR-129-5p,rs41116,"Breast cancer",687,
MET,NM_001127500,hsa-miR-198,rs1621,"Chronic rhinosinusitis",-687,
AKAP12,NM_005100,hsa-miR-145,rs1042363,Alcoholism,688,
AKAP12,NM_005100,hsa-miR-145,rs1042363,Alcoholism,688,
CNR1,NM_033181,hsa-miR-29c,rs4707436,"Attention deficit/hyperactivity disorder",-688,
CNR1,NM_033181,hsa-miR-29a,rs4707436,"Attention deficit/hyperactivity disorder",-688,
CNR1,NM_033181,hsa-miR-29b,rs4707436,"Attention deficit/hyperactivity disorder",-688,
CNR1,NM_033181,hsa-miR-29c,rs4707436,"Attention deficit/hyperactivity disorder",-688,
CNR1,NM_033181,hsa-miR-29b,rs4707436,"Attention deficit/hyperactivity disorder",-688,
CNR1,NM_033181,hsa-miR-29c,rs4707436,"Attention deficit/hyperactivity disorder",-688,
CNR1,NM_033181,hsa-miR-29b,rs4707436,"Attention deficit/hyperactivity disorder",-688,
RET,NM_020630,hsa-miR-31,rs2075912,"Hirschsprung disease",-689,Yes
RET,NM_020630,hsa-miR-31,rs2075912,"Hirschsprung disease",-689,Yes
DICER1,NM_001195573,hsa-miR-103,rs3742330,"Esophageal cancer, Oral premalignant",-689,Yes
DICER1,NM_001195573,hsa-miR-107,rs3742330,"Esophageal cancer, Oral premalignant",-689,Yes
DICER1,NM_001195573,hsa-miR-107,rs3742330,"Esophageal cancer, Oral premalignant",-689,Yes
DICER1,NM_001195573,hsa-miR-103,rs3742330,"Esophageal cancer, Oral premalignant",-689,Yes
COTL1,NM_021149,hsa-miR-101,rs13521,"Autoimmune diseases",-689,
LIF,NM_002309,hsa-miR-194,rs737812,Schizophrenia,-689,
CAV1,NM_001172895,hsa-miR-96,rs9920,"Prostate cancer",690,
KMO,NM_003679,hsa-miR-370,rs1053183,"Multiple myeloma",691,
APC,NM_000038,hsa-miR-448,rs41116,"Breast cancer",691,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",691,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",691,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",691,
TET1,NM_030625,hsa-miR-129-5p,rs5030882,"Late onset Alzheimer's Disease",691,
KCNJ10,NM_002241,hsa-miR-181c,rs1053074,Schizophrenia,-691,
KCNJ10,NM_002241,hsa-miR-181d,rs1053074,Schizophrenia,-691,
KCNJ10,NM_002241,hsa-miR-181b,rs1053074,Schizophrenia,-691,
KCNJ10,NM_002241,hsa-miR-181a,rs1053074,Schizophrenia,-691,
RET,NM_020630,hsa-miR-182,rs2075912,"Hirschsprung disease",-692,
RET,NM_020630,hsa-miR-96,rs2075912,"Hirschsprung disease",-692,
RET,NM_020630,hsa-miR-96,rs2075912,"Hirschsprung disease",-692,
RET,NM_020630,hsa-miR-182,rs2075912,"Hirschsprung disease",-692,
PLEKHM1,NR_027782,hsa-miR-135b,rs11012,"Parkinson's disease",692,
PLEKHM1,NR_027782,hsa-miR-135a,rs11012,"Parkinson's disease",692,
DICER1,NM_001195573,hsa-miR-544,rs3742330,"Esophageal cancer, Oral premalignant",-693,
PPARGC1A,NM_013261,hsa-miR-495,rs6821591,"Huntington's disease",-694,
SHMT1,NM_004169,hsa-miR-218,rs1979276,"Lung cancer, Non-Hodgkin lymphoma",-694,
PDE4D,NM_001165899,hsa-miR-144,rs829259,"Obstructive pulmonary disease",-695,
CELSR2,NM_001408,hsa-miR-17-5p,rs12740374,"Polygenic dyslipidemia",696,
PPARGC1A,NM_013261,hsa-miR-194,rs6821591,"Huntington's disease",-696,
PDE4D,NM_001165899,hsa-miR-101,rs829259,"Obstructive pulmonary disease",-696,
PDE4D,NM_001165899,hsa-miR-144,rs829259,"Obstructive pulmonary disease",-696,
PDE4D,NM_001165899,hsa-miR-101,rs829259,"Obstructive pulmonary disease",-696,
PDE4D,NM_001165899,hsa-miR-199a*,rs829259,"Obstructive pulmonary disease",-696,
PDE4D,NM_001165899,hsa-miR-199a*,rs829259,"Obstructive pulmonary disease",-696,
PDE4D,NM_001165899,hsa-miR-101,rs829259,"Obstructive pulmonary disease",-696,
PDE4D,NM_001165899,hsa-miR-144,rs829259,"Obstructive pulmonary disease",-696,
CELSR2,NM_001408,hsa-miR-106a,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-20a,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-106b,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-93,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-519d,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-20b,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-17,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-106b,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-93,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-106a,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-372,rs12740374,"Polygenic dyslipidemia",697,
CELSR2,NM_001408,hsa-miR-20,rs12740374,"Polygenic dyslipidemia",697,
NCALD,NM_001040627,hsa-miR-370,rs1131863,"Diabetic nephropathy",697,
CLOCK,NM_004898,hsa-miR-19a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-698,
CLOCK,NM_004898,hsa-miR-19b,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-698,
CLOCK,NM_004898,hsa-miR-19b,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-698,
CLOCK,NM_004898,hsa-miR-19a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-698,
CLOCK,NM_004898,hsa-miR-19b,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-698,
CLOCK,NM_004898,hsa-miR-19a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-698,
OLIG2,NM_005806,hsa-miR-216a,rs6517137,Obesity,-698,
CLOCK,NM_004898,hsa-miR-301b,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-699,
CLOCK,NM_004898,hsa-miR-130b,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-699,
CLOCK,NM_004898,hsa-miR-130a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-699,
CLOCK,NM_004898,hsa-miR-454,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-699,
CLOCK,NM_004898,hsa-miR-301a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-699,
CLOCK,NM_004898,hsa-miR-148b,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-700,
